Date,Open,High,Low,Close,Volume
2023-01-03 00:00:00-05:00,205.36893039477803,208.36193435164864,202.30724239883412,203.51425170898438,4202800
2023-01-04 00:00:00-05:00,205.7025908475148,209.21568916370887,205.7025908475148,208.63671875,6606200
2023-01-05 00:00:00-05:00,209.8044959206142,210.15776881821859,206.5269176322818,207.16476440429688,5246000
2023-01-06 00:00:00-05:00,210.00074447474168,214.0633751006816,209.10774706110752,213.6806640625,6829700
2023-01-09 00:00:00-05:00,214.9759882625356,218.0573067879621,214.2694425520504,214.5147705078125,6294500
2023-01-10 00:00:00-05:00,214.89749076149047,218.2339451138864,214.10261557278855,216.95823669433594,10857000
2023-01-11 00:00:00-05:00,217.1544961489096,218.02786311034308,215.59421387628643,217.94937133789062,5408200
2023-01-12 00:00:00-05:00,217.9493652731447,219.62740013138364,216.48720524358913,219.44094848632812,4264400
2023-01-13 00:00:00-05:00,217.76290064096605,219.57831844935066,216.0259745981686,218.8914031982422,4283200
2023-01-17 00:00:00-05:00,218.22414147254128,220.20638069645355,218.21431877058114,218.83255004882812,6101100
2023-01-18 00:00:00-05:00,219.8923439555279,220.78534126289233,215.3390579264102,215.3586883544922,6558000
2023-01-19 00:00:00-05:00,214.024126547799,217.38021137319873,213.43533343163867,216.29095458984375,4853100
2023-01-20 00:00:00-05:00,217.00730050347528,220.23580988065157,216.29094705023502,220.11805725097656,5211000
2023-01-23 00:00:00-05:00,220.40264266037053,221.97273260171988,218.97972853020713,219.990478515625,5501500
2023-01-24 00:00:00-05:00,217.8708840561473,225.7017492505719,212.5816132270031,219.7059326171875,5274900
2023-01-25 00:00:00-05:00,217.47830488872606,220.7657052353158,217.03671759667208,220.69700622558594,4729600
2023-01-26 00:00:00-05:00,221.77647528162484,222.83629386299214,219.49001690334592,220.51058959960938,7043400
2023-01-27 00:00:00-05:00,223.7390921152463,228.48863766998653,223.00310825960406,227.11480712890625,11382600
2023-01-30 00:00:00-05:00,225.89799182327994,226.11388163481058,223.67040966264904,224.8185577392578,5677400
2023-01-31 00:00:00-05:00,224.53396082948467,226.4867767912878,224.18068796638536,225.90780639648438,11294200
2023-02-01 00:00:00-05:00,225.08347881386385,228.3120029642873,223.54282710126066,226.5848846435547,5792700
2023-02-02 00:00:00-05:00,229.58770875937776,229.9213511681778,224.10216457408615,225.26992797851562,7190000
2023-02-03 00:00:00-05:00,224.41622363595133,226.54566868896106,223.38584313323526,225.82931518554688,5243600
2023-02-06 00:00:00-05:00,224.42601500936794,225.95685908532468,223.77834560073074,225.15219116210938,3402400
2023-02-07 00:00:00-05:00,223.75873812741838,227.79193053616993,223.69003910876498,226.9970703125,4042600
2023-02-08 00:00:00-05:00,226.03536279325758,227.5269609639418,225.69191263774903,225.89797973632812,4978600
2023-02-09 00:00:00-05:00,228.5133930237582,228.58221159483543,225.2883870500024,225.50469970703125,5238400
2023-02-10 00:00:00-05:00,225.12123302111615,226.05530219513503,222.36817519009352,223.39073181152344,4509700
2023-02-13 00:00:00-05:00,223.07610428974252,225.97664119347013,222.47633103144292,225.04257202148438,4946700
2023-02-14 00:00:00-05:00,224.83609200484534,227.53998520449682,223.3612411686718,225.5440216064453,4829400
2023-02-15 00:00:00-05:00,223.77420625403337,225.2294032707824,222.9974580515863,225.0819091796875,4407300
2023-02-16 00:00:00-05:00,222.27968269590474,224.53128160122677,221.8863801558552,222.043701171875,3865900
2023-02-17 00:00:00-05:00,220.42136779322195,221.00148719460887,218.02228968740616,219.811767578125,4520200
2023-02-21 00:00:00-05:00,216.4688023019912,218.71057463481634,216.30165432137252,216.92108154296875,7276100
2023-02-22 00:00:00-05:00,216.71459160959913,218.03212145987536,215.77068044639648,216.3311309814453,4621800
2023-02-23 00:00:00-05:00,217.84528395385144,218.36639668107372,215.25937419211843,217.42250061035156,5533800
2023-02-24 00:00:00-05:00,214.81692064899394,216.5474217729285,213.81403295539454,215.86898803710938,4414400
2023-02-27 00:00:00-05:00,217.02919726351703,217.72729987822694,215.66250285146916,216.65557861328125,4255300
2023-02-28 00:00:00-05:00,216.3114482959192,218.0517764216737,215.81983136797396,216.25245666503906,5385400
2023-03-01 00:00:00-05:00,215.78050732800864,216.57692434605644,212.80129495970857,214.69894409179688,4792700
2023-03-02 00:00:00-05:00,214.23682521508385,215.91816171745472,213.45023512627267,215.38720703125,5539300
2023-03-03 00:00:00-05:00,216.50808234361367,220.26404270586363,216.21310919950147,220.0182342529297,6055400
2023-03-06 00:00:00-05:00,220.1755762193044,223.6070681837528,219.9396096678428,222.94830322265625,5737600
2023-03-07 00:00:00-05:00,222.9482624692245,223.5677045595009,219.33979625078305,219.42828369140625,4386800
2023-03-08 00:00:00-05:00,218.23859734820834,219.19232040358952,217.47166112350715,218.46473693847656,4194900
2023-03-09 00:00:00-05:00,217.68796825424775,220.6081739871792,215.97715095819842,216.32127380371094,5066700
2023-03-10 00:00:00-05:00,215.35770422140587,215.4461916652468,211.86722113020198,212.5161590576172,6638900
2023-03-13 00:00:00-04:00,211.03148178014592,214.19749591367713,208.93718892084,210.87416076660156,6810800
2023-03-14 00:00:00-04:00,214.3449890307829,216.18363161280664,212.41784399599334,214.99392700195312,7985600
2023-03-15 00:00:00-04:00,210.8151644488155,213.27324896968796,210.08756602957263,212.74229431152344,8372200
2023-03-16 00:00:00-04:00,211.56245742246892,213.93205495693874,205.25992389835696,213.80422973632812,13674600
2023-03-17 00:00:00-04:00,211.2674250424211,214.99388925040753,211.2674250424211,213.74517822265625,18801200
2023-03-20 00:00:00-04:00,213.36176439030103,216.8522478682457,213.2044433596256,214.4924774169922,9817400
2023-03-21 00:00:00-04:00,217.62898649018612,218.77936834577375,215.01358073152096,218.228759765625,8971400
2023-03-22 00:00:00-04:00,218.76951547795605,221.12927054260297,216.23277053183438,216.3507537841797,6700600
2023-03-23 00:00:00-04:00,216.7440702117696,221.4734225843518,216.5670803189322,218.85801696777344,6427700
2023-03-24 00:00:00-04:00,216.9702079168791,217.61914584673823,214.5907838436866,217.33399963378906,4791500
2023-03-27 00:00:00-04:00,218.85804678817172,220.32307081127524,217.67816901933713,218.09112548828125,7210900
2023-03-28 00:00:00-04:00,219.0841985171177,219.5856424364499,214.98409969479124,216.6359405517578,6418400
2023-03-29 00:00:00-04:00,218.5630460352334,219.8019302888069,217.21602046094017,219.55612182617188,4483000
2023-03-30 00:00:00-04:00,220.165724135023,220.48036617164885,217.50116877602895,218.6318817138672,5383900
2023-03-31 00:00:00-04:00,219.85113103736677,222.05356562188112,219.54631589122522,221.67994689941406,9509000
2023-04-03 00:00:00-04:00,221.45375714131617,225.31787399615376,220.36236696125832,225.16055297851562,6421500
2023-04-04 00:00:00-04:00,225.16057800822873,226.19297667217717,223.02696210431375,223.84304809570312,5254700
2023-04-05 00:00:00-04:00,222.97777270312105,224.63944032053,222.75163311702906,224.34446716308594,4813600
2023-04-06 00:00:00-04:00,222.36816723833917,222.92860272152637,220.91297036358986,222.20101928710938,4285200
2023-04-10 00:00:00-04:00,221.77822781445036,222.682801168368,220.5590274258022,222.63363647460938,4952200
2023-04-11 00:00:00-04:00,223.19409533948016,225.29821528573402,222.4075052187493,224.61978149414062,4513300
2023-04-12 00:00:00-04:00,226.07496006931098,227.7071319197901,223.51856096903802,223.99050903320312,4373000
2023-04-13 00:00:00-04:00,225.61285502485097,228.93617537139488,224.96391705667145,228.7886962890625,7615500
2023-04-14 00:00:00-04:00,229.08366010527666,231.0501278052141,228.34623471780012,230.0963897705078,9781300
2023-04-17 00:00:00-04:00,230.09636906156393,230.1258648741717,227.06800727586145,229.56541442871094,4865000
2023-04-18 00:00:00-04:00,229.83090497484847,230.4011823896864,227.80544571008878,229.6834259033203,4796200
2023-04-19 00:00:00-04:00,230.0767326076579,230.13572424118647,227.962785723771,228.67071533203125,3833900
2023-04-20 00:00:00-04:00,228.5625367530188,230.7354750589051,227.61862569957253,230.66665649414062,4925700
2023-04-21 00:00:00-04:00,231.05996948503005,231.62042001669062,229.46713534739925,230.1259002685547,6771500
2023-04-24 00:00:00-04:00,230.3028684373813,231.20744181026265,227.62847107279367,228.85751342773438,9124100
2023-04-25 00:00:00-04:00,229.11317709854973,231.07964498025706,225.583355848636,225.7406768798828,6076500
2023-04-26 00:00:00-04:00,227.3433337278827,228.86734920757584,222.9187813692009,224.32479858398438,8400400
2023-04-27 00:00:00-04:00,224.83609896495642,225.78001013062928,222.81063948771725,225.17039489746094,7128200
2023-04-28 00:00:00-04:00,224.81639214890637,229.65391542760008,224.236287833987,228.82798767089844,11627900
2023-05-01 00:00:00-04:00,228.9656591178343,230.65682251990157,227.62846049766387,228.6116943359375,4571100
2023-05-02 00:00:00-04:00,228.06111242376653,228.47406888371847,222.41735913479698,223.1744384765625,5244000
2023-05-03 00:00:00-04:00,223.17442652742125,224.83609421968572,222.13220099339844,222.19119262695312,4093300
2023-05-04 00:00:00-04:00,221.07026816399787,222.26981451435418,219.73306969161487,221.81753540039062,5648700
2023-05-05 00:00:00-04:00,224.51160937799042,228.44454470213336,223.47921085481136,227.89393615722656,6237000
2023-05-08 00:00:00-04:00,227.3728302810389,229.53594177393174,227.3728302810389,228.33639526367188,2938400
2023-05-09 00:00:00-04:00,227.2056936310284,230.1652222978632,226.95005821559724,229.34913635253906,4352100
2023-05-10 00:00:00-04:00,230.37168380496655,230.87312764508945,225.0622122494422,227.39248657226562,5245000
2023-05-11 00:00:00-04:00,227.3235628411323,228.0821332186782,224.8803928969721,227.57969665527344,3818000
